make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp,price_flag_suspicious,car_age,is_electric
Audi,A4,2017,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33.0,25,3105,45900,False,0,False
Audi,A4,2017,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31.0,24,3105,39400,False,0,False
Audi,A4,2017,premium unleaded (recommended),190.0,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37.0,27,3105,38700,False,0,False
Audi,A4,2017,premium unleaded (recommended),190.0,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37.0,27,3105,37850,False,0,False
Audi,A4,2017,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31.0,24,3105,42350,False,0,False
Audi,A5,2016,premium unleaded (required),220.0,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31.0,22,3105,43800,False,1,False
Audi,A5,2016,premium unleaded (required),220.0,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31.0,22,3105,41500,False,1,False
Audi,A5,2016,premium unleaded (required),220.0,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29.0,21,3105,47900,False,1,False
Audi,A5,2016,premium unleaded (required),220.0,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29.0,21,3105,50200,False,1,False
Audi,A5,2016,premium unleaded (required),220.0,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32.0,22,3105,40500,False,1,False
Audi,A5,2016,premium unleaded (required),220.0,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32.0,22,3105,42800,False,1,False
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4,MANUAL,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,32.0,23,3105,41200,False,0,False
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Convertible,21.0,15,3105,48600,False,0,False
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,22.0,15,3105,42200,False,0,False
Audi,A6,2015,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38.0,24,3105,58700,False,2,False
Audi,A6,2015,premium unleaded (recommended),220.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29.0,20,3105,50450,False,2,False
Audi,A6,2015,premium unleaded (recommended),220.0,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33.0,25,3105,44800,False,2,False
Audi,A6,2015,premium unleaded (required),310.0,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27.0,18,3105,60100,False,2,False
Audi,A6,2015,premium unleaded (recommended),220.0,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33.0,25,3105,48350,False,2,False
Audi,A6,2015,premium unleaded (required),310.0,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27.0,18,3105,56300,False,2,False
Audi,A6,2015,premium unleaded (recommended),220.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29.0,20,3105,46900,False,2,False
Audi,A6,2015,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38.0,24,3105,62500,False,2,False
Audi,A6,2016,premium unleaded (recommended),252.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32.0,22,3105,52100,False,1,False
Audi,A6,2016,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35.0,24,3105,49900,False,1,False
Audi,A6,2016,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35.0,24,3105,46200,False,1,False
Audi,A6,2016,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38.0,25,3105,59500,False,1,False
Audi,A6,2016,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30.0,20,3105,61600,False,1,False
Audi,A6,2016,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30.0,20,3105,57400,False,1,False
Audi,A6,2016,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38.0,25,3105,63700,False,1,False
Audi,A6,2016,premium unleaded (recommended),252.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32.0,22,3105,48400,False,1,False
Audi,A6,2017,premium unleaded (recommended),252.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31.0,22,3105,53800,False,0,False
Audi,A6,2017,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31.0,22,3105,61600,False,0,False
Audi,A6,2017,premium unleaded (required),340.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31.0,22,3105,67600,False,0,False
Audi,A6,2017,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,29.0,21,3105,58600,False,0,False
Audi,A6,2017,premium unleaded (recommended),252.0,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32.0,22,3105,49800,False,0,False
Audi,A6,2017,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,32.0,24,3105,51600,False,0,False
Audi,A6,2017,premium unleaded (recommended),252.0,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,34.0,24,3105,47600,False,0,False
Audi,A7,2015,premium unleaded (required),310.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28.0,18,3105,65900,False,2,False
Audi,A7,2015,premium unleaded (required),310.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28.0,18,3105,69750,False,2,False
Audi,A7,2015,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38.0,24,3105,68300,False,2,False
Audi,A7,2015,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38.0,24,3105,72150,False,2,False
Audi,A7,2016,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38.0,25,3105,70400,False,1,False
Audi,A7,2016,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30.0,20,3105,68300,False,1,False
Audi,A7,2016,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,35.0,24,3105,73050,False,1,False
Audi,A7,2016,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30.0,20,3105,70950,False,1,False
Audi,A7,2017,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29.0,21,3105,68800,False,0,False
Audi,A7,2017,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29.0,21,3105,71350,False,0,False
Audi,A8,2016,diesel,240.0,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,36.0,24,3105,85200,False,1,False
Audi,A8,2016,premium unleaded (required),500.0,12,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,22.0,14,3105,137900,False,1,False
Audi,A8,2016,premium unleaded (required),450.0,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29.0,18,3105,90500,False,1,False
Audi,A8,2016,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28.0,18,3105,81500,False,1,False
Audi,A8,2017,premium unleaded (required),450.0,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29.0,18,3105,91500,False,0,False
Audi,A8,2017,premium unleaded (required),333.0,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29.0,19,3105,82500,False,0,False
GMC,Acadia Limited,2017,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,43850,False,0,False
GMC,Acadia Limited,2017,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,45850,False,0,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24.0,17,549,33975,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24.0,17,549,40820,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23.0,16,549,42820,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24.0,17,549,42095,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23.0,16,549,44095,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23.0,16,549,38555,False,2,False
GMC,Acadia,2015,regular unleaded,288.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24.0,17,549,47690,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23.0,16,549,35975,False,2,False
GMC,Acadia,2015,regular unleaded,288.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23.0,16,549,49690,False,2,False
GMC,Acadia,2015,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24.0,17,549,36555,False,2,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,36755,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,44295,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,42295,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,30975,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,36175,False,1,False
GMC,Acadia,2016,regular unleaded,288.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,49890,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,41020,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,34175,False,1,False
GMC,Acadia,2016,regular unleaded,288.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,47890,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,38755,False,1,False
GMC,Acadia,2016,regular unleaded,281.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22.0,15,549,43020,False,1,False
GMC,Acadia,2017,regular unleaded,194.0,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26.0,21,549,38350,False,0,False
GMC,Acadia,2017,regular unleaded,310.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25.0,18,549,43750,False,0,False
GMC,Acadia,2017,regular unleaded,194.0,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26.0,21,549,35070,False,0,False
GMC,Acadia,2017,regular unleaded,194.0,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26.0,21,549,32450,False,0,False
GMC,Acadia,2017,regular unleaded,194.0,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25.0,21,549,37070,False,0,False
GMC,Acadia,2017,regular unleaded,310.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25.0,18,549,41450,False,0,False
GMC,Acadia,2017,regular unleaded,194.0,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25.0,21,549,34450,False,0,False
GMC,Acadia,2017,regular unleaded,194.0,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26.0,21,549,29070,False,0,False
GMC,Acadia,2017,regular unleaded,310.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25.0,18,549,44920,False,0,False
GMC,Acadia,2017,regular unleaded,310.0,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25.0,18,549,46920,False,0,False
GMC,Acadia,2017,regular unleaded,310.0,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25.0,18,549,41750,False,0,False
Hyundai,Accent,2014,regular unleaded,138.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37.0,27,1439,17395,False,3,False
Hyundai,Accent,2014,regular unleaded,138.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38.0,27,1439,14895,False,3,False
Hyundai,Accent,2014,regular unleaded,138.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Compact,Sedan,37.0,27,1439,15645,False,3,False
Hyundai,Accent,2014,regular unleaded,138.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37.0,27,1439,16095,False,3,False
Hyundai,Accent,2014,regular unleaded,138.0,4,MANUAL,front wheel drive,4,Unlabeled,Compact,Sedan,38.0,27,1439,14645,False,3,False
Hyundai,Accent,2014,regular unleaded,138.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38.0,27,1439,16395,False,3,False
Hyundai,Accent,2015,regular unleaded,137.0,4,MANUAL,front wheel drive,4,Unlabeled,Compact,Sedan,38.0,27,1439,14745,False,2,False
Hyundai,Accent,2015,regular unleaded,137.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38.0,27,1439,14995,False,2,False
Hyundai,Accent,2015,regular unleaded,137.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Compact,Sedan,37.0,26,1439,15745,False,2,False
Hyundai,Accent,2015,regular unleaded,137.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37.0,26,1439,17495,False,2,False
Hyundai,Accent,2015,regular unleaded,137.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38.0,27,1439,16495,False,2,False
Hyundai,Accent,2015,regular unleaded,137.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37.0,26,1439,16195,False,2,False
Hyundai,Accent,2016,regular unleaded,137.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Compact,Sedan,37.0,26,1439,15745,False,1,False
Hyundai,Accent,2016,regular unleaded,137.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37.0,26,1439,17495,False,1,False
Hyundai,Accent,2016,regular unleaded,137.0,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37.0,26,1439,16195,False,1,False
Hyundai,Accent,2016,regular unleaded,137.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38.0,27,1439,16495,False,1,False
Hyundai,Accent,2016,regular unleaded,137.0,4,MANUAL,front wheel drive,4,Unlabeled,Compact,Sedan,38.0,27,1439,14745,False,1,False
Hyundai,Accent,2016,regular unleaded,137.0,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38.0,27,1439,14995,False,1,False
Plymouth,Acclaim,1993,regular unleaded,100.0,4,MANUAL,front wheel drive,4,Unlabeled,Compact,Sedan,29.0,22,535,2000,True,24,False
Plymouth,Acclaim,1994,regular unleaded,106.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Compact,Sedan,25.0,19,535,2000,True,23,False
Plymouth,Acclaim,1995,regular unleaded,100.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Compact,Sedan,26.0,19,535,2000,True,22,False
Honda,Accord Crosstour,2010,regular unleaded,271.0,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25.0,17,2202,34020,False,7,False
Honda,Accord Crosstour,2010,regular unleaded,271.0,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25.0,17,2202,36220,False,7,False
Honda,Accord Crosstour,2010,regular unleaded,271.0,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27.0,18,2202,29670,False,7,False
Honda,Accord Crosstour,2010,regular unleaded,271.0,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27.0,18,2202,34770,False,7,False
Honda,Accord Crosstour,2010,regular unleaded,271.0,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27.0,18,2202,32570,False,7,False
Honda,Accord Crosstour,2011,regular unleaded,271.0,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27.0,18,2202,29990,False,6,False
Honda,Accord Crosstour,2011,regular unleaded,271.0,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27.0,18,2202,32890,False,6,False
Honda,Accord Crosstour,2011,regular unleaded,271.0,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26.0,18,2202,36540,False,6,False
Honda,Accord Crosstour,2011,regular unleaded,271.0,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26.0,18,2202,34340,False,6,False
Honda,Accord Crosstour,2011,regular unleaded,271.0,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27.0,18,2202,35090,False,6,False
Honda,Accord Hybrid,2014,regular unleaded,195.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45.0,50,2202,31905,False,3,False
Honda,Accord Hybrid,2014,regular unleaded,195.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45.0,50,2202,29155,False,3,False
Honda,Accord Hybrid,2014,regular unleaded,195.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45.0,50,2202,34905,False,3,False
Honda,Accord Hybrid,2015,regular unleaded,196.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45.0,50,2202,35055,False,2,False
Honda,Accord Hybrid,2015,regular unleaded,196.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45.0,50,2202,32055,False,2,False
Honda,Accord Hybrid,2015,regular unleaded,196.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45.0,50,2202,29305,False,2,False
Honda,Accord Hybrid,2017,regular unleaded,212.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47.0,49,2202,29605,False,0,False
Honda,Accord Hybrid,2017,regular unleaded,212.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47.0,49,2202,32905,False,0,False
Honda,Accord Hybrid,2017,regular unleaded,212.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47.0,49,2202,35955,False,0,False
Honda,Accord Plug-In Hybrid,2014,regular unleaded,196.0,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46.0,47,2202,39780,False,3,False
Honda,Accord,2015,regular unleaded,278.0,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28.0,18,2202,30775,False,2,False
Honda,Accord,2015,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,21,2202,32270,False,2,False
Honda,Accord,2015,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32.0,21,2202,32550,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,MANUAL,front wheel drive,2,Unlabeled,Midsize,Coupe,34.0,24,2202,23775,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,26300,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,36.0,27,2202,30195,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,MANUAL,front wheel drive,2,Unlabeled,Midsize,Coupe,34.0,24,2202,25450,False,2,False
Honda,Accord,2015,regular unleaded,278.0,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28.0,18,2202,32550,False,2,False
Honda,Accord,2015,regular unleaded,189.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,35.0,26,2202,24665,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,MANUAL,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,24,2202,25030,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,30270,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,36.0,27,2202,25830,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,28495,False,2,False
Honda,Accord,2015,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,21,2202,30495,False,2,False
Honda,Accord,2015,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32.0,21,2202,30775,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,MANUAL,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,24,2202,22105,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,36.0,27,2202,28420,False,2,False
Honda,Accord,2015,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,21,2202,33630,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,24625,False,2,False
Honda,Accord,2015,regular unleaded,189.0,4,MANUAL,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,24,2202,23865,False,2,False
Honda,Accord,2015,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,36.0,27,2202,22905,False,2,False
Honda,Accord,2016,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,21,2202,32745,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,37.0,27,2202,28670,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,26850,False,1,False
Honda,Accord,2016,regular unleaded,189.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,35.0,26,2202,25065,False,1,False
Honda,Accord,2016,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,21,2202,30745,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,37.0,27,2202,27380,False,1,False
Honda,Accord,2016,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34.0,21,2202,34680,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,27850,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,24725,False,1,False
Honda,Accord,2016,regular unleaded,189.0,4,MANUAL,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,23,2202,24265,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,37.0,27,2202,26380,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,30845,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,MANUAL,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,23,2202,25580,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,37.0,27,2202,23005,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,MANUAL,front wheel drive,2,Unlabeled,Midsize,Coupe,34.0,23,2202,23875,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,28845,False,1,False
Honda,Accord,2016,regular unleaded,189.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,35.0,26,2202,26065,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,MANUAL,front wheel drive,2,Unlabeled,Midsize,Coupe,34.0,23,2202,26000,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,2,Unlabeled,Midsize,Coupe,35.0,26,2202,25725,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,37.0,27,2202,24005,False,1,False
Honda,Accord,2016,regular unleaded,278.0,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28.0,18,2202,31025,False,1,False
Honda,Accord,2016,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32.0,21,2202,34225,False,1,False
Honda,Accord,2016,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32.0,21,2202,33025,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,MANUAL,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,23,2202,22205,False,1,False
Honda,Accord,2016,regular unleaded,278.0,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32.0,21,2202,31025,False,1,False
Honda,Accord,2016,regular unleaded,185.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,37.0,27,2202,30670,False,1,False
Honda,Accord,2017,regular unleaded,189.0,4,AUTOMATIC,front wheel drive,4,Unlabeled,Midsize,Sedan,34.0,26,2202,26215,False,0,False
